Store name,Address,States,Region,City,Zip_code,LAT,LNG,Instore,Pickup_Curbside,Local_Delivery,Total_Population_2017,Total_Population_2018,Total_Population_2019,Zipcode_Pop_2013,Zipcode_Pop_2014,Zipcode_Pop_2015,Current_Zipcode_Pop,Pop_density,Pop_Growth_per year_from_2010_to_2020,Predicted_Growth_per_year_from_2020_to_2025,Total_Pop growth_2017,Total_ Pop_growth_2018,Total_ Pop_growth_2019,House_Affordability_Index,Male,Female,Median_Age,Male_median_Age,Female_Median_Age,median_Household_income,Average_Home_Value,Median_Home_Value,White,Blacks_African_american ,American_indian,Asian ,Native_Hawaiian,other_race,two_or_more,Competition,HOH_Owner_15-24,HOH_Owner_25-34,HOH_Owner_35-44,HOH_Owner_45-54,HOH_Owner_55-64,HOH_Owner_65-74,HOH_Owner_75-84,HOH_Owner_85_Plus,HOH_Owner_Total,HOH_Renter_15-24,HOH_Renter_25-34,HOH_Renter_35-44,HOH_Renter_45-54,HOH_Renter_55-64,HOH_Renter_65-74,HOH_Renter_75-84,HOH_Renter_85_Plus,HOH_Renter_Total,Family_Households,Singles_Guardian,Singles,Singles_with_Roomates,Houses_built_2010_0r_later,Studio_Apartment,1_Bedroom,2_Bedroom,3+_Bedroom,Housing_units,Occupied_Housing_Units,Wealth_Index,h_income_<$25k,h_income_$25k,h_income_$45k,h_income_$60k,h_income_$100k,h_income_$150k,h_income_>$200k,Sales_2017,Sales_2018,Sales_2019,Sales_2020
Missouri Springfield,3700 S Campbell Ave Springfield mo,MO,Midwest,Springfield,65807,37.17,-93.33,1,1,0,289512,291054,293086,42380,43140,43200,54952,2532,0.49%,0.64%,0.006153086,0.005600979,0.007380798,170,26351,28601,31,30,32,37009,147841,117200,48666,2359,342,1302,88,693,1502,5,262,1680,1640,2118,2209,1720,1352,543,11524,3106,3126,1467,1409,942,544,536,539,11669,8441,3493,8208,3051,169,555,2951,5519,3592,25655,23193,42,7668,6637,3107,4613,1111,355,145,4554761.651,11393082.42,11516337.16,10181893.74
Montana Billings,905 S 24th St W Billings MT ,MT,West,Billings,59102,45.77,-108.58,1,1,0,159266,160029,161300,41530,42110,41780,46564,3152,0.61%,0.76%,0.00911088,0.005141717,0.008565036,136,21721,24843,41,38,44,50828,250710,182300,43070,301,1226,352,45,422,1148,17,202,1532,1724,2696,2863,2045,1859,686,13607,984,1720,930,896,709,469,589,720,7017,9040,2978,7096,1510,104,83,1798,2990,1972,21613,20624,72,4924,4366,2946,5031,2595,680,465,,,,5748813.475
Nebraska Lincoln,6845 S 27th St Lincoln NE ,NE,Midwest,Lincoln,68512,40.74,-96.7,1,1,0,313772,316527,319090,12160,12330,12360,11659,1283,2.13%,1.66%,0.01211202,0.009627414,0.008956465,180,5754,5905,34,34,35,72409,297836,193800,10573,233,49,448,4,97,255,3,40,535,738,695,760,347,146,44,3305,219,424,211,186,137,43,29,11,1260,2645,598,1051,271,21,9,511,449,417,4740,4565,118,509,826,597,1077,866,319,442,,,4136064.178,7539131.506
Nebraska Omaha,12990 W Center Rd Omaha NE ,NE,Midwest,Omaha,68144,41.23,-96.12,1,1,1,560733,566391,571327,23380,23600,23670,24233,3240,0.55%,0.58%,0.009884799,0.01091069,0.00951841,201,11836,12397,39,37,41,58482,204634,156200,22012,691,85,425,33,578,409,11,58,767,1111,1420,1648,1111,792,200,7107,476,888,511,442,266,162,86,31,2862,5089,1431,2800,649,0,89,1120,945,720,10374,9969,110,1612,2092,1420,2389,1612,445,463,15162493.07,14085306.21,14120351.08,12221077.91
Nevada Henderson,10405 S Eastern Ave Henderson NV ,NV,West,Henderson,89052,35.98,-115.1,1,1,1,2181635,2226115,2266715,48330,48490,48720,47214,909,1.81%,2.17%,0.021919126,0.022780035,0.020792928,123,22845,24369,43,42,43,75555,493685,303900,35907,2072,205,5181,235,1417,2197,8,111,1086,2550,2412,3021,3029,1102,165,13476,345,1402,1411,1053,852,549,303,100,6015,10810,2496,4698,1487,405,15,761,2492,3259,21996,19491,152,2629,2595,2259,5077,3847,1470,2124,6426667.047,11691818.11,12254690.46,10514526.84
New jersey Brick,1930 N Jersey 88,NJ,Mid-Atlantic,Brick,8724,40.1,-74.11,1,1,1,595424,601478,607186,38560,38480,38620,42352,3110,0.42%,0.46%,0.007838092,0.010481955,0.009882887,129,20007,22345,44,42,45,69797,340695,266600,39522,1041,53,645,6,501,587,19,73,1199,2323,3498,2931,2094,1690,717,14525,117,523,453,430,289,141,174,216,2343,8845,2509,4660,854,14,139,476,1187,495,18036,16868,157,2929,2586,1890,4429,3052,1288,826,,2493819.475,9630943.618,7723799.914
New Jersey Cherry Hill,989 Church Rd,NJ,Mid-Atlantic,Cherry Hill,8002,39.93,-75.02,1,1,1,506224,506353,506471,21380,21310,21270,22274,3101,0.89%,0.53%,-0.001515757,0.000251327,0.000229896,142,10530,11744,42,40,44,68465,263291,240300,16639,1748,30,2617,7,661,572,32,38,529,1025,1389,1235,754,697,277,5944,153,731,523,523,294,210,217,328,2979,4336,1339,2842,506,14,266,1180,1095,465,9644,9023,116,1425,1242,1210,2064,1589,663,436,3665134.21,,10876605.03,8573420.39
New Jersey Turnersville,5700 Route 42 N Turnersville nj,NJ,Mid-Atlantic,Turnersville,8012,39.78,-75.05,1,1,1,506224,506353,506471,35990,35740,35360,38992,2609,0.02%,0.04%,-0.001515757,0.000251327,0.000229896,154,18810,20182,39,37,40,70982,235030,217600,32160,4009,46,1283,12,690,792,8,52,1050,1984,2534,2267,1469,810,238,10404,421,1143,910,829,646,311,179,78,4517,7485,2778,3767,891,41,99,1738,2054,819,15639,14921,105,2001,2491,1647,4357,2805,967,486,,,3488262.149,7479347.026
New jersey wayne,"77 willowbrook Blvd, Ste 81 Wayne NJ",NJ,Mid-Atlantic,Wayne,7470,40.95,-74.24,1,1,1,504402,503183,501826,50650,50280,50350,54717,2301,-0.10%,-0.01%,0.000507945,-0.002428176,-0.002703063,118,26208,28509,43,41,44,103170,509863,462300,47097,1247,51,4478,11,985,848,25,51,776,2725,4217,3365,2179,1513,498,15324,114,626,616,644,474,344,543,442,3803,12030,2201,4253,643,79,185,1835,898,699,19768,19127,256,1739,1990,1407,3727,3689,2465,3237,,7340683.867,9976765.738,8420178.773
New Mexico Albuquerque,11150 Lomas Blvd Albuquerque NM,NM,Southwest,Albuquerque,87112,35.09,-106.51,0,1,1,678203,678034,679121,37050,36670,36450,43584,5395,-0.18%,0.07%,0.000783223,-0.000254548,0.001637238,142,20847,22737,41,38,43,45967,222053,178700,33917,1486,1708,1296,32,3117,2028,10,151,1211,1633,2699,2658,1924,1406,463,12145,804,1706,1203,1202,887,571,381,216,6970,7496,3906,6273,1440,0,177,1868,3138,2214,20177,19115,68,4704,4597,2172,4438,2054,652,357,7377183.245,7607685.269,8250820.186,7141277.131
New york Albany,1616 Washington Avw Ext Albany NY ,NY,Mid-Atlantic,Albany,12205,42.72,-73.83,1,1,0,307717,306585,305506,25220,25270,25410,26977,1708,-0.04%,-0.12%,0.000394625,-0.003722631,-0.003548338,195,12804,14173,44,42,45,65090,218393,193800,23039,1579,47,1449,6,250,607,12,46,763,1274,1874,1872,1099,932,348,8208,194,711,599,582,460,309,379,221,3455,5251,1939,3668,805,42,71,839,1610,721,12204,11663,86,1670,1985,1562,3431,1775,559,306,9613179.701,9493778.275,9117475.762,7051295.894
New York Greece,3094 West Ridge Road Rochester NY ,NY,Mid-Atlantic,Rochester,14626,43.21,-77.72,0,1,1,742724,742864,741770,28020,27930,27930,30041,2205,0.19%,-0.05%,-0.001404819,0.000188025,-0.001469285,189,14120,15921,44,42,46,53944,179551,136500,26549,1732,69,704,4,417,566,18,68,809,1359,2147,1958,1291,959,307,8898,209,580,474,456,432,371,528,482,3532,6332,1846,3595,657,68,34,1416,1555,413,12885,12430,93,2158,2866,1969,2854,1761,631,326,,7053578.021,6736299.826,5686486.344
New York Middletown,100 N galleria Dr Middletown NY,NY,Mid-Atlantic,Middletown,10941,41.49,-74.35,1,1,0,379758,382126,384940,12980,12960,13160,14008,430,0.21%,0.39%,0.005245752,0.006340961,0.007535246,131,6684,7095,38,37,39,66111,334390,259700,9412,2270,69,535,2,889,602,25,7,221,741,863,678,427,172,51,3160,120,443,414,354,225,101,57,24,1738,2682,910,1028,278,8,70,646,614,175,5131,4898,101,572,813,771,1228,759,461,142,,5689248.48,8795768.141,6802129.195
New York New Hartford,4645 Commercial Dr New Hartford NY,NY,Mid-Atlantic,New Hartford,13413,43.06,-75.27,1,1,0,230011,229474,228671,14310,14320,14230,16135,811,-0.14%,-0.45%,-0.001550546,-0.002287481,-0.003420573,212,7484,8651,48,46,50,64366,211800,157100,15051,209,9,591,0,67,208,4,23,312,742,1097,1178,785,608,248,4993,120,622,940,1318,1405,990,891,532,6818,3455,782,2281,300,16,12,576,835,357,7198,6818,128,1043,1275,778,1572,1071,342,483,,6158428.085,6204213.605,5074251.149
New York Rochester,1100 Jefferson Rd Rochester NY,NY,Mid-Atlantic,Rochester,14623,43.09,-77.65,0,1,1,742724,742864,741770,15400,15590,15620,27173,1424,0.12%,-0.06%,-0.001404819,0.000188025,-0.001469285,189,14975,12198,25,23,29,46149,151828,115600,20208,2377,78,3388,3,409,710,14,54,539,705,1101,1057,740,565,161,4922,1999,1266,473,345,264,159,83,33,4622,3318,1145,2787,2294,42,181,1117,1999,583,10169,9544,55,2076,2124,1438,2060,753,175,48,4081579.949,10015981.36,8011340.496,6343335.662
New york Syracuse,9090 Destiny USA Dr Syracuse NY,NY,Mid-Atlantic,Syracuse,13204,43.05,-76.19,1,1,0,461795,461649,460528,14390,14570,14490,19931,4522,-0.31%,-0.38%,-0.004949383,-0.000312277,-0.002397692,183,9701,10230,29,29,29,26841,118505,68800,11350,5263,339,113,10,1447,1409,15,36,346,356,533,495,288,212,144,2410,718,1668,1085,1025,682,344,177,98,5797,1481,2704,3060,962,47,284,1568,1753,2036,9681,8207,33,3868,1960,792,1115,450,57,39,7219799.101,6983818.344,6827691.643,4995939.456
North Carolina Charlotte,11415 Carolina Place Pkwy Pineville NC,NC,South,Pineville,28134,35.08,-80.9,1,1,1,1078128,1093750,1110356,9660,9760,10010,9453,1104,2.14%,1.42%,0.022991805,0.016920807,0.017986617,160,4399,5054,36,34,38,50763,240223,155800,6084,1815,41,517,16,721,259,44,32,424,529,559,367,230,132,39,2312,100,373,337,274,169,110,129,149,1641,1575,728,1373,277,71,144,241,732,507,4287,3953,68,1021,822,462,974,466,197,49,16277201.75,16815665.38,16465808.92,12838723.32
North Carolina Concord,7965 Lyles Ln NW cONCORD nc,NC,South,Concord,28027,35.4,-80.7,1,1,1,206988,211597,216453,59080,59940,61810,55435,808,3.10%,2.23%,0.029955982,0.025811763,0.027195036,198,27064,28371,36,35,36,59257,259728,178400,41711,7837,219,1602,33,2821,1212,6,183,1984,3640,3537,2685,1672,780,231,14712,578,1541,1341,969,567,320,246,151,5713,11505,3393,4382,1145,388,129,849,2767,1988,22169,20425,114,3174,4259,2790,4791,3196,1155,870,10257978.57,11561748.06,11728959.7,10391871.25
North Carolina Durham,4215 University Dr Durham NC,NC,South,Durham,27707,35.95,-78.95,1,1,1,312153,316979,321488,41300,41430,41790,45023,2116,1.16%,1.93%,0.015945784,0.01778469,0.016616487,114,21161,23862,32,32,32,45831,333676,211000,18606,18963,258,1861,23,4095,1217,7,70,929,1380,1744,2030,1215,787,308,8463,1518,3575,1814,1413,984,415,221,86,10026,6505,3649,6343,1992,226,145,2866,5221,2150,20962,18489,97,5468,4014,2277,3736,1860,859,1042,8489351.514,8913210.998,9341008.387,7692046.272
North Carolina Greensboro,6130 Landmark Center Blvd Greensboro NC,NC,South,Greensboro,27407,36.01,-79.87,1,1,1,528243,532607,537174,43460,43390,43470,46242,1526,0.88%,1.27%,0.008124701,0.008913071,0.00932768,193,22666,23576,33,32,34,42270,209549,137100,21828,15564,372,3305,38,3662,1473,17,149,1202,1889,2143,1942,1184,719,214,9442,1515,2801,1918,1372,850,446,255,68,9225,7257,3999,5702,1708,229,105,2515,4759,2810,21134,18666,70,4883,5057,2341,4138,1454,811,470,12900314.84,12683112.54,12846492.22,11709816.75
North Carolina Raleigh,4700 Green Rd Corner of Capital and Millbrook Raleigh,NC,South,Raleigh,27604,35.82,-78.56,1,1,1,1071706,1091273,1111761,41680,40820,40620,42204,1956,1.26%,1.29%,0.025771059,0.021576411,0.022591992,181,20235,21969,34,33,34,50373,215900,161700,20074,14709,278,1697,28,4155,1263,20,111,1716,2237,2207,1746,1070,672,161,9920,682,2251,1767,1198,652,283,132,71,7036,6540,3790,5191,1435,227,277,1371,3291,2196,18433,16956,61,3593,3922,2335,4101,2030,487,370,14504076.01,15622902.73,15804604.83,12512010.24
Ohio Beavercreek,4480 Indian Ripple Road Dayton OH,OH,Midwest,Dayton,45440,39.67,-84.1,1,1,1,531467,531600,531687,19770,19680,19780,20734,2202,0.25%,0.25%,-0.000655343,0.000248321,0.000162436,195,10017,10717,42,40,44,58920,208287,162100,18803,867,43,504,5,107,405,3,34,429,790,1340,1360,923,801,274,5951,552,909,496,412,258,140,147,210,3124,4518,1168,2833,556,14,205,895,1526,610,9748,9075,120,1669,1837,1126,2278,1247,536,438,,9309956.875,7570827.49,6207286.118
Ohio Cincinnati ,4825 Marburg Ave Cincinnati OH,OH,Midwest,Cincinnati,45209,39.15,-84.43,1,1,1,814170,815445,817473,8090,8410,8620,9605,4050,1.57%,0.82%,0.003537427,0.001589225,0.002527802,148,4577,5028,32,32,33,52428,264819,203100,8031,979,23,276,0,97,199,15,53,699,392,342,380,184,133,57,2240,542,1282,424,397,275,178,159,81,3338,1204,548,3079,747,0,87,1862,885,379,6193,5578,64,1076,1252,789,936,780,348,255,,,6831400.118,6415469.77
Ohio Columbus ,6060 E Main St Columbus OGH,OH,Midwest,Columbus,43213,39.97,-82.87,1,1,1,1295510,1307698,1316756,31320,31780,31370,30444,3381,0.98%,1.30%,0.018058621,0.01045102,0.007767094,177,14383,16061,37,35,39,34521,161662,101500,16137,10991,116,538,20,1358,1284,4,59,395,702,1144,1246,978,765,268,5557,744,2091,1553,1542,1088,464,318,230,8030,4127,3372,5128,960,0,486,1866,4194,2021,15693,13587,51,4770,4007,1650,2195,737,162,224,7792399.224,8179173.302,8302676.242,7592285.909
Ohio Columbus North,1160 Gemini Pl Columbus OH,OH,Midwest,Columbus,43240,40.15,-82.98,1,1,1,200870,205091,209177,4440,4820,5130,3469,1385,6.71%,3.87%,0.021279391,0.024106363,0.02333537,177,1657,1812,32,32,33,65236,203804,183100,2635,221,3,479,2,31,98,20,18,284,289,154,123,67,46,7,988,77,212,137,95,51,15,8,5,600,656,195,589,148,42,55,169,322,174,1753,1588,60,182,318,278,672,282,34,17,2863948.781,11411424,11424463.19,9169660.339
Ohio Elyria,5223 Cobblestone Rd Elyria OH,OH,Midwest,Elyria,44035,41.4,-82.1,1,1,1,307441,309052,309833,53660,53420,52820,64263,1346,0.27%,0.37%,0.002766371,0.005343674,0.00259057,201,30883,33380,39,38,41,43449,134402,106000,51679,8743,183,500,8,727,2423,2,190,1604,2627,3726,3750,2491,1762,626,16776,1087,2212,1805,1835,1265,676,497,336,9713,11064,5847,7872,1706,35,269,1969,4680,3231,29454,26489,57,7276,6653,4126,5994,2032,551,170,11677531.3,12120195.95,11597896.04,9860010.912
Ohio Hilliard,3599 Park Mill Run Dr,OH,Midwest,Hilliard,43026,40.02,-83.18,1,1,1,1295510,1307698,1316756,57150,57160,58440,54017,1540,1.83%,1.44%,0.018058621,0.01045102,0.007767094,200,26542,27475,34,33,34,76813,239938,178200,46413,2498,75,2929,28,898,1176,5,150,2630,3897,4129,2326,1053,619,178,14982,460,1586,1206,815,417,212,207,174,5077,11265,2880,4667,1247,331,221,959,2625,1899,20986,20059,121,2302,2900,2427,6469,4290,1675,1167,,13056819.09,12610676.74,9679401.778
Ohio Huber Heights,8221 Troy Pike Huber Heights OH,OH,Midwest,Huber Heights,45424,39.84,-84.11,1,1,1,531467,531600,531687,46770,46740,46420,49930,1583,0.86%,0.63%,-0.000655343,0.000248321,0.000162436,239,24174,25756,37,36,38,55219,141340,114900,39474,6545,142,1444,33,539,1753,6,203,1661,2408,3260,3079,2044,1138,269,14062,525,1367,1121,938,592,299,171,47,5060,10133,3618,4315,1056,59,95,519,2250,2685,20615,19122,80,3525,3984,2851,5131,2438,705,435,,,7645276.915,6872474.65
Ohio Loveland ,9570 Fields Ertel Rd Loveland OH ,OH,Midwest,Loveland,45140,39.26,-84.24,1,1,1,204260,205526,206428,52020,52230,52420,53267,1150,0.46%,0.44%,0.005541386,0.006406753,0.004564685,190,26403,26864,38,38,39,82772,285890,210900,49939,774,66,1395,24,294,775,14,128,1547,3308,4532,3334,1701,926,227,15703,442,1087,780,653,425,188,126,40,3741,12378,2391,3805,870,272,0,811,1689,954,20412,19444,162,2178,2620,1709,4884,3532,2111,1904,,,6519692.765,5849871.163
Ohio Mentor,7980 Plaza Blvd Mentor OH,OH,Midwest,Mentor,44060,41.69,-81.33,1,1,1,230159,230102,230149,57400,56750,56860,60211,1563,0.24%,0.26%,0.002756354,-0.000247811,0.000204335,204,29097,31114,44,43,46,64446,207910,166600,57930,629,50,805,7,182,608,12,132,1717,3313,4977,4860,3044,1822,598,20463,319,806,777,773,496,302,312,307,4092,13561,3382,6435,1177,136,256,827,1642,1553,26030,24555,120,3715,4372,3213,6918,4335,1317,962,,,,7448884.733
Ohio Niles,5555 Youngstown Wrren Rd Niles OH ,OH,Midwest,Niles,44446,41.19,-80.74,1,1,1,200281,198539,197974,17290,17480,17200,20955,1549,-0.37%,-0.45%,-0.006833778,-0.008301563,-0.002692528,250,10014,10941,42,40,45,37428,118727,81600,19595,678,39,143,1,61,438,11,70,449,843,1176,1358,869,685,279,5729,304,741,587,634,520,277,229,189,3481,3554,1887,3233,536,34,142,806,1421,793,10272,9210,49,2975,2393,1107,1650,544,135,38,,5370206.4,6333392.304,5515969.982
Ohio North Canton,4932 Portage St NW North Canton OH,OH,Midwest,North Canton,44720,40.9,-81.43,1,1,1,372003,371248,370606,36950,36810,36630,39010,1146,0.12%,0.07%,-0.003846851,-0.002011338,-0.001710303,202,18779,20231,43,41,44,58949,214701,157800,36959,689,74,604,13,133,538,19,74,1004,1807,2697,2755,1713,1286,452,11788,467,1092,773,725,547,330,288,289,4511,8836,2019,4638,806,17,108,861,2540,1082,17282,16299,102,2873,2865,2463,3921,2510,852,649,,,,8410967.438
Ohio Springdale,11925 Commons Dr Springdale OH,OH,Midwest,Springdale,45246,39.29,-84.47,1,1,1,814170,815445,817473,17180,16480,15810,15133,1498,0.12%,-0.02%,0.003537427,0.001589225,0.002527802,212,7138,7995,38,34,42,47114,197339,136000,8657,4115,47,402,51,1429,432,20,37,295,443,691,800,522,417,132,3337,251,715,498,416,280,247,309,332,3048,2486,1208,2289,402,0,96,739,1244,665,6876,6385,82,1573,1210,763,1159,625,181,241,8138445.034,8279777.995,6891882.912,5857797.154
Ohio Toledo ,2244 S Reynolds Rd Toledo OH ,OH,Midwest,Toledo,43614,41.6,-83.67,1,1,0,431039,429612,428348,25660,25810,26000,29290,3244,-0.13%,-0.22%,-0.004168234,-0.003232646,-0.002863395,187,13740,15550,40,37,42,46019,146672,119100,23213,4284,77,593,8,394,721,6,82,941,1122,1590,1831,985,1014,420,7985,744,1457,885,846,692,386,315,285,5610,5231,2270,5149,945,11,161,1828,2269,1080,14667,13595,60,3598,2980,2112,3014,1352,265,108,7325231.047,7374509.395,7539739.805,7073958.845
Oklahoma Moore ,621 SW 19th St Moore OK ,OK,Southwest,Moore,73160,35.33,-97.48,1,1,1,279542,281166,284014,49260,50200,51490,53666,2390,1.11%,1.16%,0.006740961,0.006316977,0.011078048,230,26304,27362,31,30,32,55697,183759,119400,42144,2610,2368,1201,35,1642,3666,6,371,3169,2652,2975,2451,1516,762,162,14058,918,1992,1287,898,561,251,167,67,6141,10552,3904,4540,1203,292,20,936,2133,2821,21285,20199,65,3085,4525,3351,5672,2664,457,340,10029908.42,10142603.44,10370653.06,8872936.618
